A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,class_label
1.0,1.0,37.4,84.0,20.0,0.0,0.0,3.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,31.0,61.0,0.0,1.0,0
1.0,1.0,36.5,78.0,30.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,34.0,75.0,2.0,1.0,1
1.0,1.0,37.8,60.0,24.0,1.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0,3.0,2.0,0.0,5.0,52.0,75.0,0.0,0.0,0
2.0,1.0,38.0,56.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,42.0,71.0,0.0,0.0,1
2.0,1.0,38.3,60.0,20.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,3.0,0.0,34.0,66.0,0.0,0.0,1
2.0,1.0,37.8,56.0,16.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,44.0,68.0,1.0,1.0,1
2.0,1.0,38.5,60.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,44.0,7.7,0.0,0.0,1
2.0,1.0,0.0,0.0,0.0,3.0,4.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,38.3,42.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,61.0,0.0,0.0,1
2.0,1.0,0.0,120.0,0.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,1.0,1.0,0.0,4.0,5.0,60.0,6.5,3.0,0.0,0
1.0,1.0,38.3,40.0,18.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,43.0,5.9,1.0,0.0,1
1.0,1.0,0.0,64.0,36.0,2.0,0.0,2.0,1.0,5.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,42.0,7.7,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,6.7,0.0,0.0,1
1.0,1.0,37.6,68.0,32.0,3.0,0.0,3.0,1.0,4.0,2.0,4.0,2.0,2.0,6.5,1.0,5.0,47.0,7.2,1.0,0.0,1
2.0,1.0,38.0,40.0,25.0,0.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,0.0,4.0,0.0,37.0,69.0,0.0,0.0,1
1.0,9.0,38.0,140.0,68.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,39.0,5.3,0.0,0.0,1
2.0,1.0,37.5,52.0,12.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,3.0,5.0,36.0,61.0,1.0,1.0,1
1.0,1.0,39.2,88.0,58.0,4.0,4.0,0.0,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
1.0,1.0,38.1,70.0,22.0,0.0,1.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,36.0,65.0,0.0,0.0,0
1.0,1.0,37.2,60.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,5.0,43.0,6.6,0.0,0.0,1
1.0,1.0,37.2,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,36.0,62.0,1.0,1.0,0
2.0,1.0,0.0,96.0,0.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,1.0,2.0,0.0,4.0,5.0,60.0,0.0,0.0,0.0,0
1.0,1.0,38.1,88.0,32.0,3.0,3.0,4.0,1.0,2.0,3.0,3.0,0.0,3.0,1.0,4.0,5.0,55.0,60.0,0.0,0.0,0
1.0,1.0,37.1,75.0,36.0,0.0,0.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,5.0,4.0,4.0,48.0,7.4,3.0,3.2,0
2.0,9.0,0.0,100.0,44.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,37.0,4.7,0.0,0.0,1
1.0,1.0,37.2,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,36.0,62.0,1.0,1.0,0
2.0,1.0,37.8,60.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,9.0,38.1,136.0,48.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,2.0,2.0,4.4,2.0,0.0,33.0,4.9,2.0,2.9,0
1.0,1.0,0.0,120.0,0.0,4.0,3.0,6.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,57.0,4.5,3.0,3.9,0
2.0,1.0,38.7,40.0,28.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,39.0,62.0,1.0,1.0,1
1.0,9.0,39.7,100.0,0.0,3.0,3.0,5.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,57.0,2.0,2.0,0
1.0,1.0,38.3,80.0,40.0,0.0,0.0,6.0,2.0,4.0,3.0,1.0,0.0,2.0,0.0,1.0,4.0,67.0,10.2,2.0,1.0,0
2.0,1.0,38.4,48.0,16.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,39.0,6.5,0.0,0.0,1
1.0,1.0,39.4,120.0,48.0,0.0,0.0,5.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,56.0,64.0,1.0,2.0,0
2.0,1.0,0.0,96.0,0.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,0.0,1.0,0.0,4.0,5.0,60.0,0.0,0.0,0.0,0
1.0,9.0,38.9,120.0,30.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,0.0,0.0,47.0,6.3,1.0,0.0,1
1.0,9.0,38.4,84.0,40.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,36.0,6.6,2.0,2.8,0
1.0,1.0,37.4,50.0,32.0,3.0,3.0,0.0,1.0,4.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,45.0,7.9,2.0,1.0,1
1.0,1.0,0.0,70.0,36.0,1.0,0.0,3.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,4.0,5.0,36.0,7.3,0.0,0.0,1
1.0,1.0,39.2,0.0,23.0,3.0,1.0,3.0,1.0,4.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,36.0,6.6,1.0,3.0,1
1.0,1.0,0.0,100.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,0.0,4.0,4.0,52.0,6.6,0.0,0.0,1
1.0,1.0,37.6,38.0,20.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,37.0,68.0,0.0,0.0,1
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,40.0,0.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,5.0,39.0,56.0,0.0,0.0,1
1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,4.9,0.0,0.0,0
1.0,1.0,38.5,92.0,40.0,4.0,3.0,0.0,1.0,2.0,4.0,3.0,0.0,0.0,0.0,4.0,0.0,46.0,67.0,2.0,2.0,1
1.0,1.0,38.1,88.0,24.0,3.0,3.0,4.0,1.0,5.0,4.0,3.0,2.0,1.0,0.0,3.0,4.0,41.0,4.6,0.0,0.0,0
2.0,1.0,0.0,40.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,7.0,2.0,3.9,0
2.0,1.0,37.5,44.0,10.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,0.0,0.0,3.0,3.0,43.0,51.0,1.0,1.0,1
2.0,1.0,37.7,96.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,5.0,66.0,7.5,0.0,0.0,0
2.0,9.0,38.0,92.0,28.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,0.0,7.2,1.0,1.0,37.0,6.1,1.0,0.0,0
1.0,1.0,38.0,0.0,24.0,3.0,3.0,6.0,2.0,5.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,68.0,7.8,0.0,0.0,0
1.0,1.0,38.7,60.0,32.0,4.0,3.0,2.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,53.0,64.0,3.0,2.0,0
1.0,1.0,38.0,48.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,1
2.0,1.0,0.0,56.0,68.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,40.0,6.0,0.0,0.0,0
1.0,1.0,37.7,80.0,0.0,3.0,3.0,6.0,1.0,5.0,4.0,1.0,2.0,3.0,0.0,3.0,1.0,50.0,55.0,3.0,2.0,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,8.7,0.0,0.0,0
2.0,1.0,38.6,45.0,16.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,43.0,58.0,0.0,0.0,1
1.0,1.0,37.8,40.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,38.0,7.0,0.0,0.0,1
1.0,1.0,37.3,40.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,2.0,3.0,1.0,0.0,3.0,5.0,36.0,0.0,3.0,2.0,1
1.0,1.0,38.7,76.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,50.0,8.0,0.0,0.0,1
2.0,1.0,38.3,54.0,18.0,3.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,3.0,5.4,0.0,4.0,44.0,7.2,3.0,0.0,1
2.0,1.0,40.3,114.0,36.0,3.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,7.0,1.0,5.0,57.0,8.1,3.0,4.5,0
1.0,1.0,0.0,76.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
1.0,1.0,38.2,42.0,20.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,47.0,60.0,0.0,0.0,1
1.0,1.0,0.0,60.0,48.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,58.0,7.6,0.0,0.0,0
2.0,1.0,37.8,48.0,32.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,37.0,6.7,0.0,0.0,1
1.0,1.0,38.3,72.0,30.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,43.0,7.0,2.0,3.9,1
1.0,1.0,38.3,40.0,16.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,38.0,58.0,1.0,2.0,1
2.0,1.0,38.5,60.0,40.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,49.0,59.0,0.0,0.0,1
2.0,1.0,37.5,48.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,38.0,90.0,30.0,4.0,3.0,4.0,2.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,5.0,55.0,6.1,0.0,0.0,0
1.0,9.0,38.1,100.0,80.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,36.0,5.7,0.0,0.0,1
2.0,1.0,38.2,68.0,32.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,43.0,65.0,0.0,0.0,1
2.0,1.0,37.2,84.0,48.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,73.0,5.5,2.0,4.1,0
2.0,1.0,38.3,40.0,24.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,33.0,6.7,0.0,0.0,1
2.0,9.0,38.6,88.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,5.9,0.0,0.0,1
2.0,1.0,0.0,0.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0.0,0.0,1
2.0,1.0,38.6,48.0,20.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,0.0,3.0,2.0,50.0,7.3,1.0,0.0,1
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2.0,1.0,0.0,104.0,24.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,2.0,73.0,8.4,0.0,0.0,0
2.0,9.0,39.5,84.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,0.0,0.0,1
2.0,1.0,38.4,54.0,24.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,3.0,2.0,49.0,7.2,1.0,0.0,1
1.0,1.0,37.7,66.0,12.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,31.5,6.2,2.0,1.6,1
1.0,1.0,37.8,88.0,80.0,3.0,3.0,5.0,2.0,0.0,3.0,3.0,2.0,3.0,0.0,4.0,5.0,64.0,89.0,0.0,0.0,0
1.0,1.0,37.8,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1.0,38.2,56.0,40.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,7.5,0.0,0.0,47.0,7.2,1.0,2.5,1
1.0,1.0,38.7,0.0,0.0,3.0,1.0,3.0,1.0,5.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,33.0,6.5,2.0,0.0,1
1.0,1.0,0.0,100.0,30.0,3.0,3.0,4.0,2.0,5.0,4.0,4.0,3.0,3.0,0.0,4.0,4.0,52.0,6.6,0.0,0.0,1
2.0,1.0,38.6,40.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,6.4,0.0,0.0,1
2.0,1.0,39.4,110.0,35.0,4.0,3.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,55.0,8.7,0.0,0.0,1
1.0,1.0,0.0,36.0,32.0,1.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.0,0.0,4.0,41.0,5.9,0.0,0.0,0
2.0,1.0,37.2,72.0,24.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,0.0,4.0,4.0,44.0,0.0,3.0,3.3,0
1.0,1.0,37.8,60.0,80.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,0.0,2.0,5.5,4.0,0.0,40.0,4.5,2.0,0.0,1
1.0,1.0,38.0,44.0,12.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,4.0,5.0,42.0,65.0,0.0,0.0,1
2.0,1.0,39.5,60.0,10.0,3.0,0.0,0.0,2.0,3.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,38.0,56.0,1.0,0.0,1
1.0,1.0,38.0,86.0,24.0,4.0,3.0,4.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,4.0,5.0,45.0,5.5,1.0,10.1,0
1.0,1.0,37.3,48.0,20.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,5.0,41.0,69.0,0.0,0.0,1
1.0,1.0,37.5,72.0,30.0,4.0,3.0,4.0,1.0,4.0,4.0,3.0,2.0,1.0,0.0,3.0,5.0,60.0,6.8,0.0,0.0,0
2.0,1.0,37.9,72.0,0.0,1.0,1.0,5.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,4.0,58.0,74.0,1.0,2.0,1
1.0,1.0,37.1,84.0,40.0,3.0,3.0,6.0,1.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,5.0,75.0,81.0,0.0,0.0,0
1.0,1.0,0.0,88.0,40.0,3.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,0.0,0.0,4.0,5.0,50.0,7.7,3.0,1.4,0
1.0,1.0,38.8,50.0,14.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,38.0,58.0,0.0,0.0,1
1.0,9.0,38.6,160.0,20.0,3.0,0.0,5.0,1.0,3.0,3.0,4.0,3.0,0.0,0.0,4.0,0.0,38.0,0.0,2.0,0.0,0
1.0,1.0,38.0,108.0,60.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,3.0,0.0,1
1.0,1.0,37.4,84.0,36.0,1.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,0
2.0,1.0,37.8,40.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,37.0,6.8,0.0,0.0,1
1.0,1.0,38.2,72.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,6.4,0.0,0.0,1
1.0,1.0,0.0,70.0,16.0,3.0,4.0,5.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,4.0,5.0,60.0,7.5,0.0,0.0,0
1.0,9.0,39.2,146.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,38.4,49.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,44.0,7.6,0.0,0.0,1
2.0,1.0,38.0,44.0,12.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,42.0,64.0,0.0,0.0,1
2.0,1.0,37.7,48.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,45.0,76.0,0.0,0.0,1
2.0,1.0,39.5,0.0,0.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,0.0,3.0,5.5,4.0,5.0,0.0,6.7,1.0,0.0,0
1.0,1.0,0.0,0.0,20.0,4.0,3.0,3.0,0.0,5.0,4.0,3.0,2.0,0.0,0.0,4.0,4.0,53.0,5.9,3.0,0.0,0
1.0,1.0,38.0,42.0,68.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,4.0,41.0,7.6,0.0,0.0,1
1.0,1.0,38.2,76.0,28.0,3.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,2.0,0.0,4.0,4.0,46.0,81.0,1.0,2.0,1
1.0,1.0,39.3,100.0,51.0,4.0,4.0,6.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,0.0,4.0,66.0,13.0,3.0,2.0,0
2.0,1.0,38.2,130.0,16.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,65.0,82.0,2.0,2.0,0
1.0,1.0,39.0,64.0,36.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,2.0,7.0,4.0,5.0,44.0,7.5,3.0,5.0,1
2.0,1.0,36.1,88.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,4.0,45.0,7.0,3.0,4.8,0
1.0,1.0,37.5,96.0,18.0,1.0,3.0,6.0,2.0,3.0,4.0,2.0,2.0,3.0,5.0,0.0,4.0,69.0,8.9,3.0,0.0,1
1.0,1.0,39.4,54.0,66.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,3.0,4.0,39.0,6.0,2.0,0.0,1
2.0,1.0,0.0,52.0,16.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,5.5,0.0,0.0,55.0,7.2,0.0,0.0,1
1.0,1.0,38.6,42.0,34.0,2.0,1.0,4.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,48.0,7.2,0.0,0.0,1
1.0,1.0,38.0,36.0,16.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,0.0,37.0,75.0,2.0,1.0,0
2.0,1.0,36.9,50.0,40.0,2.0,3.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,7.0,0.0,0.0,37.5,6.5,0.0,0.0,1
1.0,9.0,38.8,150.0,50.0,1.0,3.0,6.0,2.0,5.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,50.0,6.2,0.0,0.0,0
1.0,1.0,38.2,48.0,0.0,1.0,3.0,3.0,1.0,3.0,4.0,4.0,1.0,3.0,2.0,4.0,5.0,42.0,71.0,0.0,0.0,1
2.0,1.0,38.0,42.0,40.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,38.1,66.0,12.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,5.0,44.0,6.0,2.0,3.6,1
2.0,1.0,38.2,48.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,2.0,34.0,6.6,0.0,0.0,1
1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,0.0,4.0,5.0,46.0,5.9,0.0,0.0,0
2.0,1.0,38.5,100.0,0.0,3.0,3.0,5.0,2.0,4.0,3.0,4.0,2.0,1.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0,2.0,5.0,3.0,3.0,3.0,2.0,0.0,4.0,5.0,46.0,5.9,0.0,0.0,0
1.0,1.0,39.3,64.0,90.0,2.0,3.0,1.0,1.0,0.0,3.0,1.0,1.0,2.0,6.5,1.0,5.0,39.0,6.7,0.0,0.0,1
1.0,1.0,40.8,72.0,42.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,54.0,7.4,3.0,0.0,0
1.0,1.0,37.6,96.0,48.0,3.0,1.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,4.5,4.0,0.0,45.0,6.8,0.0,0.0,0
2.0,9.0,38.3,90.0,0.0,1.0,0.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,0.0,3.0,0.0,40.0,6.2,1.0,2.2,1
2.0,1.0,38.0,54.0,30.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,4.0,45.0,6.2,0.0,0.0,1
1.0,1.0,38.4,104.0,40.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,2.0,3.0,6.5,0.0,4.0,55.0,8.5,0.0,0.0,1
1.0,1.0,39.2,88.0,20.0,0.0,0.0,4.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,4.0,2.0,50.0,85.0,2.0,2.0,0
1.0,1.0,38.0,66.0,20.0,1.0,3.0,3.0,1.0,5.0,3.0,1.0,1.0,1.0,0.0,3.0,0.0,46.0,46.0,3.0,2.0,0
1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,6.5,2.0,0.0,1
1.0,1.0,38.5,104.0,40.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1.0,9.0,0.0,128.0,36.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,0.0,0.0,4.0,5.0,53.0,7.8,3.0,4.7,0
1.0,1.0,38.5,30.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,7.7,0.0,0.0,1
1.0,1.0,38.4,80.0,30.0,4.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,0.0,4.0,5.0,32.0,6.1,3.0,4.3,1
2.0,1.0,37.8,82.0,12.0,3.0,1.0,1.0,2.0,4.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,50.0,7.0,0.0,0.0,0
2.0,1.0,36.0,42.0,30.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,6.8,0.0,0.0,0
1.0,9.0,38.8,184.0,84.0,1.0,0.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,33.0,3.3,0.0,0.0,0
